RegionID,SizeRank,RegionName,RegionType,StateName,2019,2020,2021,2022,2023,CBSA Code,CBSA Title
394862,41,"Milwaukee, WI",msa,WI,214331.16666666666,220340.08333333334,233514.08333333334,254996.08333333334,268956.5,33340.0,"Milwaukee-Waukesha, WI"
394935,42,"Oklahoma City, OK",msa,OK,162708.75,176280.91666666666,191994.58333333334,215056.16666666666,220020.9,36420.0,"Oklahoma City, OK"
395012,43,"Raleigh, NC",msa,NC,260471.33333333334,283865.3333333333,337111.0833333333,395491.5833333333,400270.6,39580.0,"Raleigh-Cary, NC"
394849,44,"Memphis, TN",msa,TN,159558.83333333334,180538.5,204812.66666666666,229024.25,226833.0,32820.0,"Memphis, TN-MS-AR"
395022,45,"Richmond, VA",msa,VA,234953.75,254372.66666666666,283479.3333333333,311592.4166666667,325680.7,40060.0,"Richmond, VA"
394807,46,"Louisville, KY",msa,KY,177089.58333333334,191472.75,210025.41666666666,227193.5,236668.1,31140.0,"Louisville/Jefferson County, KY-IN"
394910,47,"New Orleans, LA",msa,LA,194914.0,210276.5,241069.91666666666,265940.3333333333,259810.8,35380.0,"New Orleans-Metairie, LA"
395053,48,"Salt Lake City, UT",msa,UT,329378.9166666667,364949.5833333333,443797.5,507304.6666666667,496146.5,41620.0,"Salt Lake City-Murray, UT"
394669,49,"Hartford, CT",msa,CT,216472.91666666666,234750.83333333334,259566.16666666666,280734.0,306819.7,25540.0,"Hartford-West Hartford-East Hartford, CT"
394425,50,"Buffalo, NY",msa,NY,156287.0,168515.91666666666,191587.91666666666,211291.33333333334,223114.0,15380.0,"Buffalo-Cheektowaga, NY"
394388,51,"Birmingham, AL",msa,AL,184213.58333333334,199749.83333333334,218850.66666666666,242525.0,237748.6,13820.0,"Birmingham, AL"
395031,52,"Rochester, NY",msa,NY,145354.0,157634.5,174628.5,188670.0,204596.7,40380.0,"Rochester, NY"
394640,53,"Grand Rapids, MI",msa,MI,193438.25,212997.5,241839.91666666666,272378.0833333333,285616.1,24340.0,"Grand Rapids-Wyoming-Kentwood, MI"
395167,54,"Tucson, AZ",msa,AZ,209791.16666666666,232924.41666666666,283018.25,325923.1666666667,326367.2,46060.0,"Tucson, AZ"
753924,55,"Urban Honolulu, HI",msa,HI,576772.6666666666,603033.9166666666,639224.75,678488.6666666666,660895.1,46520.0,"Urban Honolulu, HI"
395169,56,"Tulsa, OK",msa,OK,157204.25,176686.75,198080.5,217992.16666666666,222493.2,46140.0,"Tulsa, OK"
394619,57,"Fresno, CA",msa,CA,263265.0,285918.0833333333,335910.9166666667,378307.9166666667,372943.2,23420.0,"Fresno, CA"
395238,58,"Worcester, MA",msa,MA,260564.75,288573.5,329988.5833333333,366821.1666666667,387834.6,49340.0,"Worcester, MA"
394938,59,"Omaha, NE",msa,NE,180666.08333333334,194499.75,220443.58333333334,242608.5,258156.6,36540.0,"Omaha, NE-IA"
394415,60,"Bridgeport, CT",msa,CT,376929.5,429069.4166666667,491923.0833333333,510148.0,537773.1,14860.0,"Bridgeport-Stamford-Danbury, CT"
394653,61,"Greenville, SC",msa,SC,189943.75,207591.08333333334,240057.91666666666,275498.0833333333,281512.8,24860.0,"Greenville-Anderson-Greer, SC"
394312,62,"Albuquerque, NM",msa,NM,208914.75,229625.91666666666,267626.5833333333,308703.8333333333,325675.6,10740.0,"Albuquerque, NM"
394357,63,"Bakersfield, CA",msa,CA,229998.58333333334,249510.25,288140.5,321627.5833333333,325705.1,12540.0,"Bakersfield-Delano, CA"
394308,64,"Albany, NY",msa,NY,189777.41666666666,204767.16666666666,243379.08333333334,275181.25,283725.2,10580.0,"Albany-Schenectady-Troy, NY"
394753,65,"Knoxville, TN",msa,TN,182784.16666666666,206320.5,242437.58333333334,286372.3333333333,313514.2,28940.0,"Knoxville, TN"
394367,66,"Baton Rouge, LA",msa,LA,187700.0,198271.58333333334,219318.33333333334,236048.58333333334,231920.3,12940.0,"Baton Rouge, LA"
394843,67,"McAllen, TX",msa,TX,147477.41666666666,163585.5,183493.0,200804.66666666666,199367.5,32580.0,"McAllen-Edinburg-Mission, TX"
394908,68,"New Haven, CT",msa,CT,208311.0,227440.41666666666,260515.83333333334,285014.1666666667,302029.9,35300.0,"New Haven, CT"
394561,69,"El Paso, TX",msa,TX,147776.66666666666,163202.33333333334,185803.91666666666,216347.16666666666,228164.1,21340.0,"El Paso, TX"
394318,70,"Allentown, PA",msa,PA,183709.0,204816.41666666666,235458.66666666666,266012.1666666667,282238.0,10900.0,"Allentown-Bethlehem-Easton, PA-NJ"
394952,71,"Oxnard, CA",msa,CA,591226.5,635197.5833333334,734300.9166666666,805165.5833333334,802320.1,37100.0,"Oxnard-Thousand Oaks-Ventura, CA"
394486,72,"Columbia, SC",msa,SC,159893.33333333334,175343.25,199176.83333333334,228315.75,233367.9,17900.0,"Columbia, SC"
753906,73,"North Port, FL",msa,FL,257769.83333333334,278970.25,336592.6666666667,427635.5833333333,437477.6,35840.0,"North Port-Bradenton-Sarasota, FL"
845158,74,"Dayton, OH",msa,OH,127296.08333333333,141204.41666666666,154466.25,163095.58333333334,172742.0,19430.0,"Dayton-Kettering-Beavercreek, OH"
394457,75,"Charleston, SC",msa,SC,256004.41666666666,283029.4166666667,328576.4166666667,378629.0833333333,394216.1,16700.0,"Charleston-North Charleston, SC"
394648,76,"Greensboro, NC",msa,NC,153584.16666666666,166080.33333333334,187320.33333333334,212951.25,225847.8,24660.0,"Greensboro-High Point, NC"
395134,77,"Stockton, CA",msa,CA,359109.25,390910.25,466980.9166666667,510118.5833333333,491705.8,44700.0,"Stockton-Lodi, CA"
394440,78,"Cape Coral, FL",msa,FL,225366.41666666666,244482.16666666666,260572.66666666666,297663.5833333333,315535.6,15980.0,"Cape Coral-Fort Myers, FL"
394399,79,"Boise City, ID",msa,ID,281694.5833333333,328064.25,434782.0833333333,479684.3333333333,451617.7,14260.0,"Boise City, ID"
394484,80,"Colorado Springs, CO",msa,CO,300896.1666666667,338106.75,401742.0,445870.25,438468.0,17820.0,"Colorado Springs, CO"
394798,81,"Little Rock, AR",msa,AR,154832.66666666666,167219.91666666666,183168.91666666666,201633.25,207195.2,30780.0,"Little Rock-North Little Rock-Conway, AR"
394766,82,"Lakeland, FL",msa,FL,180995.25,202812.0,240173.25,301692.9166666667,299072.9,29460.0,"Lakeland-Winter Haven, FL"
394304,83,"Akron, OH",msa,OH,136738.91666666666,147806.33333333334,154674.5,165709.08333333334,171494.9,10420.0,"Akron, OH"
394531,84,"Des Moines, IA",msa,IA,184465.75,198197.0,214477.25,228925.83333333334,241538.0,19780.0,"Des Moines-West Des Moines, IA"
395115,85,"Springfield, MA",msa,MA,210303.83333333334,226939.08333333334,254617.75,282204.9166666667,293522.1,44140.0,"Springfield, MA"
394931,87,"Ogden, UT",msa,UT,285927.0,318619.4166666667,387999.9166666667,449396.0,441598.2,36260.0,"Ogden, UT"
394816,88,"Madison, WI",msa,WI,256275.16666666666,275433.0833333333,309412.6666666667,336027.6666666667,347714.0,31540.0,"Madison, WI"
395235,89,"Winston, NC",msa,NC,156851.66666666666,173888.91666666666,195081.91666666666,225880.5,232270.3,48980.0,"Wilson, NC"
394528,90,"Deltona, FL",msa,FL,206900.83333333334,225100.0,267785.1666666667,321563.0,323406.0,19660.0,"Deltona-Daytona Beach-Ormond Beach, FL"
395143,91,"Syracuse, NY",msa,NY,141906.0,154867.66666666666,166259.0,181291.66666666666,196840.1,45060.0,"Syracuse, NY"
395006,92,"Provo, UT",msa,UT,316597.1666666667,346893.25,431027.5833333333,498423.25,487367.3,39340.0,"Provo-Orem-Lehi, UT"
395160,93,"Toledo, OH",msa,OH,117883.66666666667,125762.25,135485.91666666666,141742.33333333334,145929.7,45780.0,"Toledo, OH"
395224,94,"Wichita, KS",msa,KS,158600.08333333334,173705.0,190926.08333333334,210099.16666666666,222183.9,48620.0,"Wichita, KS"
394549,95,"Durham, NC",msa,NC,248318.33333333334,270073.4166666667,322697.0,373617.8333333333,380421.2,20500.0,"Durham-Chapel Hill, NC"
394352,96,"Augusta, GA",msa,GA,159923.75,173849.16666666666,199959.0,219766.75,226805.5,12260.0,"Augusta-Richmond County, GA-SC"
394957,97,"Palm Bay, FL",msa,FL,207354.16666666666,232214.41666666666,271798.1666666667,320575.3333333333,329395.3,37340.0,"Palm Bay-Melbourne-Titusville, FL"
394711,98,"Jackson, MS",msa,MS,175965.91666666666,198743.33333333334,220446.58333333334,238995.08333333334,228326.4,27140.0,"Jackson, MS"
394666,99,"Harrisburg, PA",msa,PA,170939.33333333334,183469.0,197087.5,216038.5,228254.5,25420.0,"Harrisburg-Carlisle, PA"
395113,100,"Spokane, WA",msa,WA,244016.41666666666,280185.1666666667,342472.0,388219.25,378799.3,44060.0,"Spokane-Spokane Valley, WA"
395075,101,"Scranton, PA",msa,PA,119020.16666666667,129849.91666666667,154781.58333333334,174834.41666666666,180032.9,42540.0,"Scranton--Wilkes-Barre, PA"
394460,102,"Chattanooga, TN",msa,TN,178012.08333333334,199566.16666666666,230819.25,268013.1666666667,276122.5,16860.0,"Chattanooga, TN-GA"
394871,103,"Modesto, CA",msa,CA,313702.5,344542.4166666667,404532.4166666667,443852.1666666667,432507.3,33700.0,"Modesto, CA"
394768,104,"Lancaster, PA",msa,PA,205258.41666666666,224370.25,246960.16666666666,278088.8333333333,296654.2,29540.0,"Lancaster, PA"
394997,105,"Portland, ME",msa,ME,285873.75,317268.6666666667,376875.0833333333,417401.5833333333,447044.3,38860.0,"Portland-South Portland, ME"
395245,106,"Youngstown, OH",msa,OH,100521.0,109123.91666666667,122590.58333333333,130879.41666666667,133946.9,49660.0,"Youngstown-Warren, OH"
394770,107,"Lansing, MI",msa,MI,143949.08333333334,156193.25,165665.08333333334,176458.83333333334,185389.1,29620.0,"Lansing-East Lansing, MI"
394590,108,"Fayetteville, AR",msa,AR,194270.16666666666,212643.5,250262.58333333334,306293.75,324241.6,22220.0,"Fayetteville-Springdale-Rogers, AR"
394589,109,"Fayetteville, NC",msa,NC,148242.0,161114.25,182999.75,204678.75,214859.3,22180.0,"Fayetteville, NC"
394792,110,"Lexington, KY",msa,KY,183777.25,208326.66666666666,234658.16666666666,259314.5,278635.7,30460.0,"Lexington-Fayette, KY"
394971,111,"Pensacola, FL",msa,FL,193453.58333333334,214994.08333333334,249054.58333333334,283761.1666666667,290449.3,37860.0,"Pensacola-Ferry Pass-Brent, FL"
395068,112,"Santa Rosa, CA",msa,CA,609337.0833333334,636749.9166666666,699537.5,766567.9166666666,771066.1,42220.0,"Santa Rosa-Petaluma, CA"
395019,113,"Reno, NV",msa,NV,355424.25,393979.75,468022.5833333333,528066.4166666666,510968.9,39900.0,"Reno, NV"
394698,114,"Huntsville, AL",msa,AL,184066.41666666666,209601.33333333334,247576.25,285812.5,286154.9,26620.0,"Huntsville, AL"
394995,115,"Port St. Lucie, FL",msa,FL,222698.41666666666,240867.33333333334,289641.0833333333,351989.0833333333,362708.6,38940.0,"Port St. Lucie, FL"
394761,116,"Lafayette, LA",msa,LA,171207.66666666666,178481.75,198073.33333333334,213300.33333333334,204187.0,29180.0,"Lafayette, LA"
394898,117,"Myrtle Beach, SC",msa,SC,179108.08333333334,196866.5,231178.41666666666,275336.1666666667,285435.1,34820.0,"Myrtle Beach-Conway-North Myrtle Beach, SC"
395116,118,"Springfield, MO",msa,MO,152262.66666666666,167135.58333333334,203357.0,238562.91666666666,244414.9,44180.0,"Springfield, MO"
395195,119,"Visalia, CA",msa,CA,225712.08333333334,247048.83333333334,291616.5,326844.0,321243.1,47300.0,"Visalia, CA"
394746,120,"Killeen, TX",msa,TX,158198.08333333334,175636.25,215363.16666666666,256074.16666666666,254213.4,28660.0,"Killeen-Temple, TX"
394338,121,"Asheville, NC",msa,NC,265178.6666666667,290619.1666666667,339033.0833333333,369289.6666666667,393803.9,11700.0,"Asheville, NC"
395244,122,"York, PA",msa,PA,170709.25,183695.25,195189.83333333334,213687.16666666666,231976.9,49620.0,"York-Hanover, PA"
395183,123,"Vallejo, CA",msa,CA,427352.5833333333,457418.5,529047.25,575614.6666666666,562369.6,46700.0,"Vallejo, CA"
753917,124,"Santa Maria, CA",msa,CA,573462.5833333334,646097.5833333334,764646.8333333334,797514.0,821168.2,42200.0,"Santa Maria-Santa Barbara, CA"
395050,125,"Salinas, CA",msa,CA,600591.5,681910.75,784906.9166666666,831769.75,827622.1,41500.0,"Salinas, CA"
395048,126,"Salem, OR",msa,OR,286750.8333333333,319644.3333333333,373991.5833333333,414418.1666666667,420617.8,41420.0,"Salem, OR"
394870,127,"Mobile, AL",msa,AL,138633.33333333334,153498.0,176790.41666666666,188000.41666666666,193999.6,33660.0,"Mobile, AL"
395015,128,"Reading, PA",msa,PA,160067.16666666666,174925.0,192463.66666666666,206778.75,222611.3,39740.0,"Reading, PA"
394502,129,"Corpus Christi, TX",msa,TX,188901.08333333334,210300.91666666666,242475.0,263210.5,258811.3,18580.0,"Corpus Christi, TX"
394421,130,"Brownsville, TX",msa,TX,139168.08333333334,158504.5,190629.25,215100.5,234173.0,15180.0,"Brownsville-Harlingen, TX"
394820,131,"Manchester, NH",msa,NH,271096.3333333333,303940.3333333333,356006.1666666667,398502.0833333333,422598.4,31700.0,"Manchester-Nashua, NH"
394612,132,"Fort Wayne, IN",msa,IN,149630.83333333334,161123.91666666666,177788.16666666666,199960.08333333334,212240.0,23060.0,"Fort Wayne, IN"
394658,133,"Gulfport, MS",msa,MS,146546.08333333334,162776.66666666666,181885.83333333334,203474.08333333334,209388.7,25060.0,"Gulfport-Biloxi, MS"
395051,134,"Salisbury, MD",msa,DE,240679.75,271895.9166666667,311483.9166666667,348930.1666666667,358832.4,41540.0,"Salisbury, MD"
394596,135,"Flint, MI",msa,MI,135070.33333333334,146896.25,162327.41666666666,171903.08333333334,173897.7,22420.0,"Flint, MI"
394972,136,"Peoria, IL",msa,IL,117826.5,122806.08333333333,124493.0,127745.33333333333,132845.5,37900.0,"Peoria, IL"
394439,137,"Canton, OH",msa,OH,127197.0,137476.5,145735.33333333334,152650.83333333334,158579.1,15940.0,"Canton-Massillon, OH"
395070,138,"Savannah, GA",msa,GA,208354.16666666666,224142.66666666666,256943.41666666666,288472.25,314333.7,42340.0,"Savannah, GA"
394372,140,"Beaumont, TX",msa,TX,159491.08333333334,173033.33333333334,188202.0,198053.91666666666,188454.5,13140.0,"Beaumont-Port Arthur, TX"
395096,141,"Shreveport, LA",msa,LA,142358.66666666666,151256.66666666666,179797.25,188542.5,187543.8,43340.0,"Shreveport-Bossier City, LA"
395164,142,"Trenton, NJ",msa,NJ,223021.83333333334,253582.25,296618.25,307505.25,321992.3,45940.0,"Trenton-Princeton, NJ"
394875,143,"Montgomery, AL",msa,AL,145755.66666666666,157291.58333333334,174672.41666666666,181466.25,181046.1,33860.0,"Montgomery, AL"
394520,144,"Davenport, IA",msa,IL,132355.0,139089.08333333334,147961.75,152984.66666666666,157703.3,19340.0,"Davenport-Moline-Rock Island, IA-IL"
395146,145,"Tallahassee, FL",msa,FL,175149.0,196249.33333333334,208295.5,231286.41666666666,250007.9,45220.0,"Tallahassee, FL"
394576,146,"Eugene, OR",msa,OR,294790.3333333333,330274.8333333333,383642.3333333333,430850.75,432742.0,21660.0,"Eugene-Springfield, OR"
394901,147,"Naples, FL",msa,FL,311572.25,339736.4166666667,409547.5,522039.1666666667,570140.4,34940.0,"Naples-Marco Island, FL"
394332,148,"Ann Arbor, MI",msa,MI,265408.0833333333,274590.75,309939.0833333333,336092.4166666667,354588.6,11460.0,"Ann Arbor, MI"
394927,149,"Ocala, FL",msa,FL,156733.83333333334,169572.41666666666,205712.75,251850.83333333334,256815.2,36100.0,"Ocala, FL"
394679,150,"Hickory, NC",msa,NC,155211.75,174280.16666666666,193912.33333333334,218064.66666666666,235807.4,25860.0,"Hickory-Lenoir-Morganton, NC"
394697,151,"Huntington, WV",msa,OH,124848.91666666667,131336.83333333334,143396.66666666666,153327.91666666666,154639.2,26580.0,"Huntington-Ashland, WV-KY-OH"
394602,152,"Fort Collins, CO",msa,CO,379079.0,395080.0,445451.75,523910.4166666667,538754.2,22660.0,"Fort Collins-Loveland, CO"
395033,153,"Rockford, IL",msa,IL,121031.41666666667,128205.58333333333,139009.25,147069.91666666666,151637.2,40420.0,"Rockford, IL"
394796,154,"Lincoln, NE",msa,NE,178848.08333333334,194403.83333333334,220448.25,241449.66666666666,258951.2,30700.0,"Lincoln, NE"
394622,155,"Gainesville, FL",msa,FL,186182.08333333334,204008.25,226875.08333333334,254554.33333333334,275253.7,23540.0,"Gainesville, FL"
394405,156,"Boulder, CO",msa,CO,520780.3333333333,537502.0833333334,616085.0,703681.8333333334,721817.2,14500.0,"Boulder, CO"
394646,157,"Green Bay, WI",msa,WI,175884.5,187032.25,214943.33333333334,243770.0,267246.7,24580.0,"Green Bay, WI"
394488,158,"Columbus, GA",msa,GA,151745.33333333334,164153.75,179814.25,184441.83333333334,182184.2,17980.0,"Columbus, GA-AL"
395107,159,"South Bend, IN",msa,IN,137500.66666666666,152274.08333333334,165832.5,183853.75,187461.2,43780.0,"South Bend-Mishawaka, IN-MI"
395109,160,"Spartanburg, SC",msa,SC,151134.16666666666,171282.75,199833.91666666666,230507.41666666666,237058.1,43900.0,"Spartanburg, SC"
394645,161,"Greeley, CO",msa,CO,337013.8333333333,360744.25,415362.8333333333,467084.75,461608.2,24540.0,"Greeley, CO"
394808,162,"Lubbock, TX",msa,TX,163359.08333333334,174256.75,195917.5,214694.66666666666,218957.1,31180.0,"Lubbock, TX"
394471,163,"Clarksville, TN",msa,TN,166786.33333333334,184710.16666666666,219880.16666666666,261873.91666666666,269361.3,17300.0,"Clarksville, TN-KY"
395028,164,"Roanoke, VA",msa,VA,175731.75,198611.25,214773.58333333334,234569.58333333334,241048.6,40220.0,"Roanoke, VA"
394579,165,"Evansville, IN",msa,IN,146274.75,156301.66666666666,175244.08333333334,179958.91666666666,190957.5,21780.0,"Evansville, IN"
394747,167,"Kingsport, TN",msa,TN,135917.66666666666,148233.0,165084.75,180908.66666666666,203877.5,28700.0,"Kingsport-Bristol, TN-VA"
394741,168,"Kennewick, WA",msa,WA,284810.5,305751.5833333333,347621.4166666667,400075.25,398048.2,28420.0,"Kennewick-Richland, WA"
395179,169,"Utica, NY",msa,NY,125276.66666666667,136918.66666666666,156983.66666666666,171324.5,177309.5,46540.0,"Utica-Rome, NY"
394660,170,"Hagerstown, MD",msa,MD,181837.16666666666,203819.16666666666,226837.5,254292.58333333334,265429.7,25180.0,"Hagerstown-Martinsburg, MD-WV"
394543,171,"Duluth, MN",msa,MN,158914.75,171404.58333333334,191834.33333333334,210367.16666666666,220951.9,20260.0,"Duluth, MN-WI"
394937,172,"Olympia, WA",msa,WA,319228.5,357984.8333333333,431782.6666666667,485721.25,483505.8,36500.0,"Olympia-Lacey-Tumwater, WA"
394803,173,"Longview, TX",msa,TX,166550.08333333334,175305.58333333334,205525.0,232490.91666666666,236551.5,30980.0,"Longview, TX"
395229,174,"Wilmington, NC",msa,NC,240827.66666666666,271489.4166666667,305475.75,362261.6666666667,386592.2,48900.0,"Wilmington, NC"
395061,175,"San Luis Obispo, CA",msa,CA,583191.0,610597.8333333334,706281.0833333334,804855.6666666666,806898.3,42020.0,"San Luis Obispo-Paso Robles, CA"
753875,176,"Crestview, FL",msa,FL,273484.9166666667,317943.8333333333,385058.8333333333,425791.0833333333,424897.8,18880.0,"Crestview-Fort Walton Beach-Destin, FL"
394851,177,"Merced, CA",msa,CA,266568.25,290626.5833333333,348493.75,393084.75,387614.3,32900.0,"Merced, CA"
395197,178,"Waco, TX",msa,TX,181930.33333333334,200796.83333333334,232898.41666666666,258439.08333333334,257003.1,47380.0,"Waco, TX"
394447,179,"Cedar Rapids, IA",msa,IA,154417.75,161177.5,172720.08333333334,184769.0,190922.6,16300.0,"Cedar Rapids, IA"
394348,180,"Atlantic City, NJ",msa,NJ,182095.08333333334,203306.33333333334,238040.66666666666,262969.6666666667,273625.5,12100.0,"Atlantic City-Hammonton, NJ"
394412,181,"Bremerton, WA",msa,WA,351498.6666666667,396213.1666666667,462127.0833333333,513338.6666666667,499055.6,14740.0,"Bremerton-Silverdale-Port Orchard, WA"
395103,182,"Sioux Falls, SD",msa,SD,207855.75,221115.0,251824.91666666666,285193.25,292385.1,43620.0,"Sioux Falls, SD-MN"
395065,183,"Santa Cruz, CA",msa,CA,789086.6666666666,834087.0833333334,972946.6666666666,1120353.3333333333,1082637.9,42100.0,"Santa Cruz-Watsonville, CA"
394572,184,"Erie, PA",msa,PA,122250.25,132890.58333333334,141757.16666666666,154528.91666666666,161013.4,21500.0,"Erie, PA"
394924,185,"Norwich, CT",msa,CT,223515.75,244348.25,275408.1666666667,294190.5833333333,311554.1,35980.0,"Norwich-New London-Willimantic, CT"
394323,186,"Amarillo, TX",msa,TX,161977.91666666666,178043.91666666666,199141.91666666666,216874.5,220359.8,11100.0,"Amarillo, TX"
394772,187,"Laredo, TX",msa,TX,178465.16666666666,189884.91666666666,197009.66666666666,216260.91666666666,225304.1,29700.0,"Laredo, TX"
395171,188,"Tuscaloosa, AL",msa,AL,174480.08333333334,186310.91666666666,210465.5,219996.75,228966.4,46220.0,"Tuscaloosa, AL"
394483,189,"College Station, TX",msa,TX,220428.66666666666,231212.33333333334,255469.33333333334,288510.0833333333,300217.1,17780.0,"College Station-Bryan, TX"
